Disease,Count,Prior_Probability
Hypercalcemia,75,0.00016258047733628146
Schistosomiasis,75,0.00016258047733628146
Nematode Infection of the Eye,75,0.00016258047733628146
Hypertrophy of the External Auditory Canal,75,0.00016258047733628146
Subconjunctival Hemorrhage,75,0.00016258047733628146
Elbow Mucinous Cyst,74,0.00016041273763846438
Retained deciduous teeth,74,0.00016041273763846438
Immunologically Mediated Dermatosis,74,0.00016041273763846438
Spina Bifida,74,0.00016041273763846438
Laryngeal Edema,73,0.00015824499794064728
Puppy Pyoderma,73,0.00015824499794064728
Focal Nodular Hyperplasia of the Liver,73,0.00015824499794064728
Dental Caries,73,0.00015824499794064728
Cleft Palate,73,0.00015824499794064728
Arrhythmia,72,0.0001560772582428302
Corneal Laceration,72,0.0001560772582428302
Primary Seborrhea,71,0.00015390951854501311
Scleritis,71,0.00015390951854501311
Male Cat Infertility,71,0.00015390951854501311
Chlorinated Hydrocarbon Insecticide Poisoning,71,0.00015390951854501311
Bloody Stool Under Investigation,70,0.00015174177884719602
Oral Eosinophilic Granuloma,70,0.00015174177884719602
Optic Nerve Defect,70,0.00015174177884719602
Intestinal Parasitic Diseases,70,0.00015174177884719602
Peripheral Vestibular Syndrome,70,0.00015174177884719602
Feline Acne,70,0.00015174177884719602
Atlantoaxial Instability (Joint Dislocation),70,0.00015174177884719602
Pulp Stone,69,0.00014957403914937894
Ceruminous Gland Cyst,69,0.00014957403914937894
Anticoagulant Rodenticide Poisoning,69,0.00014957403914937894
Symblepharon,69,0.00014957403914937894
Spinal Deformity,69,0.00014957403914937894
Biliary Obstruction,69,0.00014957403914937894
Aphthous Ulcers,68,0.00014740629945156185
Uterine Rupture,68,0.00014740629945156185
Pemphigus Foliaceus,67,0.00014523855975374477
Ovarian Tumor,67,0.00014523855975374477
Peripheral Edema,67,0.00014523855975374477
HSA,67,0.00014523855975374477
Scrofula,67,0.00014523855975374477
Prostatic Diseases,67,0.00014523855975374477
Hepatobiliary and Pancreatic System Diseases,66,0.00014307082005592768
Patellar Fracture,66,0.00014307082005592768
Sebaceous Adenoma,66,0.00014307082005592768
Muscle Strain of the Tailbone,66,0.00014307082005592768
Infective Endocarditis,66,0.00014307082005592768
Abnormal Estrus,65,0.0001409030803581106
Pubic Fracture,65,0.0001409030803581106
Oral Mucositis,65,0.0001409030803581106
MM,64,0.0001387353406602935
Impaired Lung Collateral Circulation,64,0.0001387353406602935
Hyperactivity of Liver Yang,64,0.0001387353406602935
Tumors of the Toe,64,0.0001387353406602935
Feline Spinal Cord Disease,64,0.0001387353406602935
Epulis,63,0.00013656760096247643
Optic Nerve Atrophy,62,0.00013439986126465933
Ceruminous External Otitis,62,0.00013439986126465933
Malocclusion,62,0.00013439986126465933
Mycoplasma Blood Infection,62,0.00013439986126465933
Autoimmune and Immune-Mediated Dermatologic Diseases,62,0.00013439986126465933
Feline Hypersensitivity Syndrome,61,0.00013223212156684226
Trichiasis,61,0.00013223212156684226
Pulmonary Fibrosis,61,0.00013223212156684226
SCC (Sperm Chromatin Condensation),61,0.00013223212156684226
Hypopyon,61,0.00013223212156684226
Dysplasia of hair follicles,60,0.00013006438186902516
Scapular Fracture,60,0.00013006438186902516
Trichuriasis,60,0.00013006438186902516
Inflammation of the crop,60,0.00013006438186902516
Nuclear sclerosis of the lens,60,0.00013006438186902516
Acral Lick Dermatitis,60,0.00013006438186902516
Keratoconjunctivitis Sicca (Dry Eye Syndrome),60,0.00013006438186902516
Inflammatory carcinoma,60,0.00013006438186902516
Acetaminophen Poisoning,60,0.00013006438186902516
Autoimmune and Immune-Mediated Dermatological Diseases,60,0.00013006438186902516
Uterine Bleeding,59,0.0001278966421712081
Tongue Injury,59,0.0001278966421712081
Cauda Equina Syndrome,59,0.0001278966421712081
Laryngeal Paralysis,58,0.000125728902473391
Systolic Dysfunction,58,0.000125728902473391
Pathological Fracture,58,0.000125728902473391
Retinal Hemorrhage,58,0.000125728902473391
Financial Services Authority,58,0.000125728902473391
Hepatic Lipidosis Syndrome,57,0.00012356116277557392
Feline Leukemia Virus Infection,57,0.00012356116277557392
Retinal Detachment,57,0.00012356116277557392
Hypertrophic Otitis Externa,57,0.00012356116277557392
Laryngeal edema,56,0.00012139342307775682
Cognitive Dysfunction Syndrome,56,0.00012139342307775682
Drug Allergy,56,0.00012139342307775682
Cryptosporidiosis,55,0.00011922568337993974
Hyperthyroidism,55,0.00011922568337993974
Acute Toxic Hepatitis,55,0.00011922568337993974
Follicular Conjunctivitis,55,0.00011922568337993974
Tibial Tuberosity Avulsion Fracture,55,0.00011922568337993974
Thoracic Wall Tumor,55,0.00011922568337993974
Soluble Corneal Ulcer,54,0.00011705794368212265
Trematodiasis,54,0.00011705794368212265
Pneumomediastinum,54,0.00011705794368212265
Otorrhea,54,0.00011705794368212265
Vaginal discharge,54,0.00011705794368212265
Uremia,54,0.00011705794368212265
Congenital Hypotrichosis,53,0.00011489020398430557
Aural polyp,53,0.00011489020398430557
Glossitis,53,0.00011489020398430557
Periapical abscess,52,0.00011272246428648848
Oro-nasal fistula,52,0.00011272246428648848
Hypertrophy of the tail gland,51,0.0001105547245886714
Nephrotic Syndrome with Protein Loss,51,0.0001105547245886714
Fungal Nail Infection,51,0.0001105547245886714
Chlamydial Pneumonia,51,0.0001105547245886714
Alkaloid Poisoning,51,0.0001105547245886714
Urethral Trauma,50,0.00010838698489085431
Undifferentiated Tumor,50,0.00010838698489085431
Pseudocyesis,50,0.00010838698489085431
Traumatic Vestibular Syndrome,50,0.00010838698489085431
Occlusal Trauma,50,0.00010838698489085431
Nasopharyngeal Polyp,50,0.00010838698489085431
Tracheal Stenosis,49,0.00010621924519303721
Urinary Retention,49,0.00010621924519303721
Idiopathic Vestibular Syndrome,49,0.00010621924519303721
Eyelid Tumor,49,0.00010621924519303721
Hyponatremia,49,0.00010621924519303721
Sternal Fracture,49,0.00010621924519303721
Pyloric Stenosis,48,0.00010405150549522013
TCC,48,0.00010405150549522013
Mycoplasma Infection in Blood,48,0.00010405150549522013
Intestinal Sand Accumulation,48,0.00010405150549522013
Emphysema,47,0.00010188376579740304
Gastrointestinal Tumors,47,0.00010188376579740304
Bone Cyst,47,0.00010188376579740304
Euthanasia,47,0.00010188376579740304
Protozoal Infections,47,0.00010188376579740304
Peritoneal Cavity Diseases,47,0.00010188376579740304
Temporomandibular Joint Dislocation,47,0.00010188376579740304
Pulmonary hypoplasia,46,9.971602609958596e-05
Canine Infectious Hepatitis,46,9.971602609958596e-05
Blind colitis,46,9.971602609958596e-05
Feline Immunodeficiency Virus Infection,46,9.971602609958596e-05
Mucocutaneous Junction Pyoderma,46,9.971602609958596e-05
Salmonellosis,46,9.971602609958596e-05
Hereditary Retinal Dysplasia and Persistent Hyperplastic Primary Vitreous (PHPV),46,9.971602609958596e-05
Neutrophilia,46,9.971602609958596e-05
Protein-losing Enteropathy,45,9.754828640176887e-05
Orbital Granuloma,45,9.754828640176887e-05
Streptococcal Disease,45,9.754828640176887e-05
Urine mud,45,9.754828640176887e-05
Megaesophagus,45,9.754828640176887e-05
Renal Tumor,45,9.754828640176887e-05
Pericardial Hernia,45,9.754828640176887e-05
Skeletal Dysplasia,45,9.754828640176887e-05
Hypophosphatemia,45,9.754828640176887e-05
Subcorneal Pustular Dermatosis in Dogs,45,9.754828640176887e-05
Restrictive Cardiomyopathy,44,9.538054670395179e-05
Infectious Myocarditis,44,9.538054670395179e-05
Corneal Endothelial Dystrophy,44,9.538054670395179e-05
Iodine Metabolism Disorder,44,9.538054670395179e-05
"Difficulty in Breathing, Under Investigation",44,9.538054670395179e-05
Abnormal Development of Microvessels,44,9.538054670395179e-05
Tracheal Diseases,44,9.538054670395179e-05
Mucin Deficiency,44,9.538054670395179e-05
Maxillary Fracture,44,9.538054670395179e-05
Separation Anxiety Disorder,43,9.32128070061347e-05
Postpartum Lochiorrhea,43,9.32128070061347e-05
Injection reaction,43,9.32128070061347e-05
Wrinkle Dermatitis,43,9.32128070061347e-05
Lobar torsion of the lung,43,9.32128070061347e-05
Eosinophilia,43,9.32128070061347e-05
Carpal Bone Fracture,42,9.104506730831762e-05
Cutaneous Vasculitis,42,9.104506730831762e-05
Muscle Rupture (Muscle Tear),42,9.104506730831762e-05
Microphthalmia,42,9.104506730831762e-05
Rupture of the spleen,42,9.104506730831762e-05
Organophosphorus Poisoning,42,9.104506730831762e-05
Liposarcoma,42,9.104506730831762e-05
Decreased or Complete Loss of Appetite Under Investigation,42,9.104506730831762e-05
Pyometra and Cystic Endometrial Hyperplasia,42,9.104506730831762e-05
Panosteitis,42,9.104506730831762e-05
Syringomyelia,42,9.104506730831762e-05
Pectus Excavatum,41,8.887732761050053e-05
Aseptic Nodular Panniculitis,41,8.887732761050053e-05
Gallbladder Mucinous Cystadenoma,41,8.887732761050053e-05
Nematodiasis,41,8.887732761050053e-05
Tendinitis,41,8.887732761050053e-05
Gastric Tumor,41,8.887732761050053e-05
Feline Idiopathic Facial Dermatitis,40,8.670958791268345e-05
MCT (Medium-Chain Triglycerides),40,8.670958791268345e-05
Multicentric Lymphoma,40,8.670958791268345e-05
Bacterial Rhinitis,40,8.670958791268345e-05
Pulpitis,40,8.670958791268345e-05
Malignant Hyperthermia,40,8.670958791268345e-05
Pemphigus,40,8.670958791268345e-05
LSA (Latent Semantic Analysis),40,8.670958791268345e-05
Orbital Diseases,40,8.670958791268345e-05
Atrial Septal Defect (Reversed),40,8.670958791268345e-05
Lid Laceration,40,8.670958791268345e-05
Pending Investigation for Hematuria,40,8.670958791268345e-05
Secondary Liver Disease,40,8.670958791268345e-05
Palatitis,39,8.454184821486636e-05
Neutropenia,39,8.454184821486636e-05
Cryptococcosis,39,8.454184821486636e-05
Dacryocystitis,39,8.454184821486636e-05
Cutaneous Tag,39,8.454184821486636e-05
Hypoadrenocorticism,39,8.454184821486636e-05
Myiasis,39,8.454184821486636e-05
Nasal hemorrhage,39,8.454184821486636e-05
Ureteral Obstruction,39,8.454184821486636e-05
Prostatic Abscess,39,8.454184821486636e-05
Corneal Degeneration,39,8.454184821486636e-05
Dry Keratoconjunctivitis (Dry Eye Syndrome),39,8.454184821486636e-05
Truncal Cyclical Alopecia,39,8.454184821486636e-05
Pasteurellosis,39,8.454184821486636e-05
Acute Gastric Dilatation and Volvulus,39,8.454184821486636e-05
Sebaceous Adenitis,39,8.454184821486636e-05
Hypertrophic pyloric gastropathy,38,8.237410851704928e-05
Strabismus,38,8.237410851704928e-05
Elbow Dysplasia,38,8.237410851704928e-05
Foreign Body in the Nasotracheal Region,38,8.237410851704928e-05
Bullous Keratopathy,38,8.237410851704928e-05
Barbiturate Poisoning,38,8.237410851704928e-05
Departmental Dermatitis,38,8.237410851704928e-05
Fracture of the Sacrum,38,8.237410851704928e-05
Organophosphorus Compound Poisoning,38,8.237410851704928e-05
Parathyroid Diseases,37,8.020636881923219e-05
Furunculosis,37,8.020636881923219e-05
Pigmentary Uveitis,37,8.020636881923219e-05
Acute Postoperative Ocular Hypertension,37,8.020636881923219e-05
Equine Hip Dislocation,37,8.020636881923219e-05
Damp-heat diarrhea,37,8.020636881923219e-05
Hypoglycemic Encephalopathy,37,8.020636881923219e-05
Carpal Fracture,36,7.80386291214151e-05
Senile Cataract,36,7.80386291214151e-05
Pituitary Tumor,36,7.80386291214151e-05
Pulmonary Tumor,36,7.80386291214151e-05
Deficiency of Lung Yin,36,7.80386291214151e-05
Grape Poisoning,36,7.80386291214151e-05
Appetite Loss/Anorexia to be Investigated,36,7.80386291214151e-05
Aural Canal Tumor,36,7.80386291214151e-05
Otorhinolaryngological Diseases,36,7.80386291214151e-05
Viral Keratitis,35,7.587088942359801e-05
Ocular eyelid disorders,35,7.587088942359801e-05
Simple Intestinal Obstruction,35,7.587088942359801e-05
Bilateral atrioventricular valve degenerative disease,35,7.587088942359801e-05
Diabetic Ketoacidosis (DKA),35,7.587088942359801e-05
Aortic Calcification,35,7.587088942359801e-05
Papilledema,35,7.587088942359801e-05
Ovarian Diseases,35,7.587088942359801e-05
Refeeding Syndrome,35,7.587088942359801e-05
Feline Idiopathic Ulcerative Dermatosis,35,7.587088942359801e-05
Degenerative and Hypertrophic Osteoarthritis,34,7.370314972578092e-05
Behavioral Anomaly,34,7.370314972578092e-05
Tooth Displacement (still within the alveolar socket),34,7.370314972578092e-05
Liver and Kidney Yin Deficiency,34,7.370314972578092e-05
Bladder Dysfunction - Detrusor Muscle Hypotonia,34,7.370314972578092e-05
Lung Abscess,34,7.370314972578092e-05
Glomerulonephritis,34,7.370314972578092e-05
"Diseases of the Nose, Nasopharynx, and Paranasal Sinuses",34,7.370314972578092e-05
Bladder paralysis,34,7.370314972578092e-05
Drowning,34,7.370314972578092e-05
Lid coloboma,34,7.370314972578092e-05
Cardiopulmonary Arrest,34,7.370314972578092e-05
Poisoning by Toxic Plants and Animal Toxins,34,7.370314972578092e-05
Malignant Histiocytoma,34,7.370314972578092e-05
Superficial Necrotic Dermatitis (Hepatocutaneous Disease),33,7.153541002796384e-05
Myxosarcoma,33,7.153541002796384e-05
Stellate Vitreous Degeneration,33,7.153541002796384e-05
Tongue Laceration,33,7.153541002796384e-05
Rectal Fistula,33,7.153541002796384e-05
Bacterial Keratitis,33,7.153541002796384e-05
Polyp,33,7.153541002796384e-05
Hyperextension of the wrist,33,7.153541002796384e-05
Twin Teeth,33,7.153541002796384e-05
Dysphagia,33,7.153541002796384e-05
Chocolate Poisoning,32,6.936767033014675e-05
Osteosarcoma,32,6.936767033014675e-05
Ceruminous Gland Hyperplasia,32,6.936767033014675e-05
Thyroid Diseases,32,6.936767033014675e-05
Adverse Drug Reactions,32,6.936767033014675e-05
Persistent Corpus Luteum,32,6.936767033014675e-05
Spinal Cord Diseases,32,6.936767033014675e-05
Generalized Demodicosis,32,6.936767033014675e-05
Rheumatoid Arthritis,32,6.936767033014675e-05
Rupture of the Spleen,32,6.936767033014675e-05
Esophageal Diseases,32,6.936767033014675e-05
Bradycardia,32,6.936767033014675e-05
Narcolepsy,32,6.936767033014675e-05
Avulsion Fracture of the Olecranon,32,6.936767033014675e-05
Pancreatic Endocrine Diseases,32,6.936767033014675e-05
Sex Hormone-Related Dermatoses,32,6.936767033014675e-05
Feline Gingivostomatitis (Feline Posterior Oral Stomatitis),32,6.936767033014675e-05
Cerebellar Disorders,31,6.719993063232967e-05
Myelodysplastic Syndromes (MDS),31,6.719993063232967e-05
Vertebral Osteomyelitis,31,6.719993063232967e-05
Urethral mucosal prolapse,31,6.719993063232967e-05
Hair mites,31,6.719993063232967e-05
Thymic Diseases,31,6.719993063232967e-05
Dermatophilosis,31,6.719993063232967e-05
Tympanic membrane tear,31,6.719993063232967e-05
Tick Bite Paralysis/Tick Paralysis,31,6.719993063232967e-05
Deposition of Abnormal Substances in the Cornea,31,6.719993063232967e-05
Exocrine Pancreatic Insufficiency,31,6.719993063232967e-05
Demodex,31,6.719993063232967e-05
Mononucleosis,30,6.503219093451258e-05
Vaginal Prolapse,30,6.503219093451258e-05
Acid-Base Related Encephalopathy,30,6.503219093451258e-05
Iodine Metabolic Disorders,30,6.503219093451258e-05
Submental Pyoderma,30,6.503219093451258e-05
Corneal Lipid Deposition,30,6.503219093451258e-05
Hypernatremia,30,6.503219093451258e-05
Hypothyroid Myopathy,30,6.503219093451258e-05
Hypertrophic Obstructive Cardiomyopathy (HOCM),30,6.503219093451258e-05
Anal Sac Adenoma,29,6.28644512366955e-05
T-shaped cartilage deformation,29,6.28644512366955e-05
Pancreatic Tumor,29,6.28644512366955e-05
Panophthalmitis,29,6.28644512366955e-05
Pulmonary Artery Stenosis,29,6.28644512366955e-05
Vitamin A Deficiency,29,6.28644512366955e-05
Bilateral prolapse of the third eyelid,29,6.28644512366955e-05
Excessive Summer Heat,29,6.28644512366955e-05
Neuronal Migration Disorder,29,6.28644512366955e-05
Ovarian Remnant Syndrome,29,6.28644512366955e-05
Urethral rupture,29,6.28644512366955e-05
Liver abscess,29,6.28644512366955e-05
Odontoma,29,6.28644512366955e-05
Lingual Hairs,29,6.28644512366955e-05
Diabetes Insipidus,28,6.069671153887841e-05
Lip Laceration,28,6.069671153887841e-05
Residual Tooth Root,28,6.069671153887841e-05
Breast Cancer,28,6.069671153887841e-05
Open limb,28,6.069671153887841e-05
Referral Pending Investigation,28,6.069671153887841e-05
Trigeminal Neuralgia,28,6.069671153887841e-05
Subchondral Cyst,28,6.069671153887841e-05
Nasal and oral fistula,28,6.069671153887841e-05
Neurotrophic Keratoconjunctivitis,28,6.069671153887841e-05
Tumors of the Toes,28,6.069671153887841e-05
Incisional Hernia,28,6.069671153887841e-05
Anterior Dislocation of the Lens,27,5.8528971841061327e-05
Hornet Sting,27,5.8528971841061327e-05
Weakness of the Spleen and Stomach,27,5.8528971841061327e-05
Melancholia,27,5.8528971841061327e-05
"Myopathy, Non-inflammatory (Endocrine)",27,5.8528971841061327e-05
Prostate Tumor,27,5.8528971841061327e-05
Wall-Spored Mycosis,27,5.8528971841061327e-05
Liver cirrhosis and hepatic fibrosis,27,5.8528971841061327e-05
Periodontal Disease (Rodent),27,5.8528971841061327e-05
Hepatosplenomegaly Under Investigation,27,5.8528971841061327e-05
Intestinal parasitosis,27,5.8528971841061327e-05
Tachycardia,27,5.8528971841061327e-05
Lipid Keratopathy,26,5.636123214324424e-05
Chalazion,26,5.636123214324424e-05
Prolonged soft palate,26,5.636123214324424e-05
Congenital Renal Dysplasia,26,5.636123214324424e-05
Tricuspid Valve Dysplasia,26,5.636123214324424e-05
Rhinitis (Rhinitis and Sinusitis),26,5.636123214324424e-05
Continuous Drug Delivery via the Skin System,26,5.636123214324424e-05
Contact stomatitis,26,5.636123214324424e-05
Vaginal Diseases,26,5.636123214324424e-05
Abdominal Wall Penetration Injury,26,5.636123214324424e-05
Protozoal Meningoencephalitis,26,5.636123214324424e-05
Auricular Tumor,26,5.636123214324424e-05
Health Sciences Authority,26,5.636123214324424e-05
Chronic Superficial Keratitis (Pannus),26,5.636123214324424e-05
Metabolic Bone Disease,26,5.636123214324424e-05
Oral and Pharyngeal Diseases,26,5.636123214324424e-05
Pleural Cavity Diseases,26,5.636123214324424e-05
Mycotoxin Poisoning,26,5.636123214324424e-05
Paroxysmal Dyskinesia,25,5.4193492445427156e-05
Osteoarthritis (Degenerative Joint Disease),25,5.4193492445427156e-05
Gastric Dilatation,25,5.4193492445427156e-05
Atrophic Dermatitis,25,5.4193492445427156e-05
Vaginal Leiomyoma,25,5.4193492445427156e-05
PNS Tumors,25,5.4193492445427156e-05
Cholesterol Deposit in the Eye,25,5.4193492445427156e-05
Aural canal tumor,25,5.4193492445427156e-05
Thoracic Wall Trauma,25,5.4193492445427156e-05
Diseases of the Uropygial Gland,25,5.4193492445427156e-05
Mandibular Angle Protrusion,25,5.4193492445427156e-05
Hypoxemia,25,5.4193492445427156e-05
Yin Deficiency and Yang Floating,25,5.4193492445427156e-05
Corneal and Scleral Diseases,25,5.4193492445427156e-05
Excessive hair removal,25,5.4193492445427156e-05
Myocardial Infarction,25,5.4193492445427156e-05
Osteoma,25,5.4193492445427156e-05
Pigmentary Keratitis (Superficial Pigmentary Keratitis),24,5.2025752747610064e-05
Lily Poisoning,24,5.2025752747610064e-05
Tear of the Third Eyelid,24,5.2025752747610064e-05
Spinal Cord Disorders,24,5.2025752747610064e-05
Myokymia and Neuromyotonia,24,5.2025752747610064e-05
Fetal death,24,5.2025752747610064e-05
Idiopathic Osteodystrophy,24,5.2025752747610064e-05
Chronic Canine Contact Stomatitis,24,5.2025752747610064e-05
Herniation of the Intervertebral Disc Nucleus Pulposus,24,5.2025752747610064e-05
Lymphangiectasia,23,4.985801304979298e-05
Arterial Embolism,23,4.985801304979298e-05
Small lacrimal point,23,4.985801304979298e-05
Perianal Adenoma,23,4.985801304979298e-05
Cardiac Tumor,23,4.985801304979298e-05
Adrenal Tumor,23,4.985801304979298e-05
Hepatic Portal Vein Shunt (Acquired),23,4.985801304979298e-05
Conjunctival and Third Eyelid Diseases,23,4.985801304979298e-05
Posterior Elastic Layer Protrusion,23,4.985801304979298e-05
Lymphoid Tumors,23,4.985801304979298e-05
Solar Dermatitis,23,4.985801304979298e-05
Lymphoplasmacytic Rhinitis,23,4.985801304979298e-05
Abnormal Pigmentation,23,4.985801304979298e-05
Functional Incontinence of the Urethral Sphincter,23,4.985801304979298e-05
Vitreous Syneresis,23,4.985801304979298e-05
Muscle and Tendon Disorders,23,4.985801304979298e-05
Feline Plasma Cell Pododermatitis,23,4.985801304979298e-05
Cheyletiella mites,23,4.985801304979298e-05
Sialadenitis/Sialodochitis/Salivary Gland Necrosis,22,4.7690273351975894e-05
Eisenmenger Syndrome,22,4.7690273351975894e-05
Gastric Dilation/Volvulus,22,4.7690273351975894e-05
Mumps,22,4.7690273351975894e-05
Liver Abscess,22,4.7690273351975894e-05
Liver Qi Stagnation,22,4.7690273351975894e-05
Hyporexia/Anorexia Under Investigation,22,4.7690273351975894e-05
Atrioventricular Septal Dysplasia,22,4.7690273351975894e-05
Lens Subluxation,22,4.7690273351975894e-05
Blind Colitis,22,4.7690273351975894e-05
Yin Injury and Stomach Decline,21,4.552253365415881e-05
Tear of the Ear Canal,21,4.552253365415881e-05
Canine Familial Dermatomyositis,21,4.552253365415881e-05
Fungal Uveitis,21,4.552253365415881e-05
Feline Poxvirus Infection,21,4.552253365415881e-05
Iris Nevus,21,4.552253365415881e-05
Secondary Glaucoma,21,4.552253365415881e-05
Foreign Body in the Oral Cavity,21,4.552253365415881e-05
Uterine Prolapse,21,4.552253365415881e-05
Subaortic Stenosis,21,4.552253365415881e-05
Root sclerosis,21,4.552253365415881e-05
Lacrimal Duct Laceration,21,4.552253365415881e-05
Melanoma,21,4.552253365415881e-05
Gastrointestinal Heat Accumulation,21,4.552253365415881e-05
Tumors of the External Auditory Canal,21,4.552253365415881e-05
Lymphopenia,21,4.552253365415881e-05
Eosinophilic Keratitis,21,4.552253365415881e-05
Extravasation of Lymph,21,4.552253365415881e-05
Sialadenitis,21,4.552253365415881e-05
Astrovirus Infection,21,4.552253365415881e-05
Otorrhea with Pus,21,4.552253365415881e-05
Corneal Calcific Degeneration,21,4.552253365415881e-05
Hypoplasia or Defect of Posterior Articular Process,21,4.552253365415881e-05
Lacrimal punctum,21,4.552253365415881e-05
Cardiac Tumors,21,4.552253365415881e-05
Blind Intestinal Colitis,21,4.552253365415881e-05
Pleurisy Pneumonia,21,4.552253365415881e-05
Anal Adenoma,21,4.552253365415881e-05
Fracture of the Nasal Bone,21,4.552253365415881e-05
Deficiency of Stomach Yin,21,4.552253365415881e-05
Abdominal Wall Disorders,21,4.552253365415881e-05
Bacterial Pododermatitis,21,4.552253365415881e-05
Bilateral Atrioventricular Valve Degenerative Lesions,21,4.552253365415881e-05
Cold Stagnation in the Heart Meridian,21,4.552253365415881e-05
Canine Nasal Mite,21,4.552253365415881e-05
Vitamin B1 Deficiency,21,4.552253365415881e-05
Internal Closure and External Detachment,20,4.3354793956341724e-05
Metastatic Tumor,20,4.3354793956341724e-05
Cutaneous Mucinosis,20,4.3354793956341724e-05
Urticaria and Angioedema (Hives),20,4.3354793956341724e-05
Fracture/Dislocation of the Tarsal Joint,20,4.3354793956341724e-05
Palpebral Mass,20,4.3354793956341724e-05
Estrogen Deficiency,20,4.3354793956341724e-05
Fungal Pneumonia,20,4.3354793956341724e-05
Venous Thrombosis,20,4.3354793956341724e-05
Recurrent and Chronic Pancreatitis,20,4.3354793956341724e-05
Hypoparathyroidism,20,4.3354793956341724e-05
Adenomatous Polyp,20,4.3354793956341724e-05
Avian Rhinolithiasis,20,4.3354793956341724e-05
Tarsal Gland Tumor,20,4.3354793956341724e-05
Pica,20,4.3354793956341724e-05
Tumor of the External Auditory Canal,20,4.3354793956341724e-05
Uveal Cyst,20,4.3354793956341724e-05
Insufficiency of Lung Yin,20,4.3354793956341724e-05
Anisocoria,20,4.3354793956341724e-05
Disseminated Intravascular Coagulation (DIC),20,4.3354793956341724e-05
Portal Hypertension,19,4.118705425852464e-05
Traumatic Uveitis,19,4.118705425852464e-05
Diabetes - Hyperosmolar Coma,19,4.118705425852464e-05
Amitraz Poisoning,19,4.118705425852464e-05
Posterior synechia of the iris,19,4.118705425852464e-05
Weakness of Heart Qi,19,4.118705425852464e-05
Atlantoaxial Dislocation (Traumatic),19,4.118705425852464e-05
Red Blood Cell Disorders,19,4.118705425852464e-05
Pulmonary Mineralization,19,4.118705425852464e-05
Obstructive Sleep Apnea,19,4.118705425852464e-05
Ocular Disorders,19,4.118705425852464e-05
Ectropion,19,4.118705425852464e-05
Excessive bacterial proliferation,19,4.118705425852464e-05
Iris Atrophy,19,4.118705425852464e-05
Peritoneopericardial Diaphragmatic Hernia,19,4.118705425852464e-05
Splenic Angiosarcoma,19,4.118705425852464e-05
Eosinophilic plaque,19,4.118705425852464e-05
Ischemic Cerebral Infarction,19,4.118705425852464e-05
Hemothorax,19,4.118705425852464e-05
Placenta Retention,19,4.118705425852464e-05
Hypoplasia or Defect of the Posterior Articular Process,19,4.118705425852464e-05
Tumors of the Third Eyelid,19,4.118705425852464e-05
Laryngeal Injury,19,4.118705425852464e-05
Deficiency of Kidney Qi,19,4.118705425852464e-05
Hemorrhagic Cerebral Disease,19,4.118705425852464e-05
Medial Canthal Hair Drainage Syndrome,18,3.901931456070755e-05
Hypochloremia,18,3.901931456070755e-05
Poxvirus Infection,18,3.901931456070755e-05
Dandy-Walker Syndrome,18,3.901931456070755e-05
Achilles tendon rupture,18,3.901931456070755e-05
Thyroid Tumor,18,3.901931456070755e-05
Cardiac Tamponade,18,3.901931456070755e-05
Bladder Polyps,18,3.901931456070755e-05
Penetrating Scleral Injury,18,3.901931456070755e-05
Generalized Progressive Retinal Atrophy,18,3.901931456070755e-05
Uterine torsion,18,3.901931456070755e-05
Coagulation Disorders/Gastrointestinal Bleeding,18,3.901931456070755e-05
Laryngeal Paralysis with Multiple Neuropathy,18,3.901931456070755e-05
Cranio-Mandibular Disorders,18,3.901931456070755e-05
Renal Abscess,18,3.901931456070755e-05
Continuous Administration of Blood and Immune System Agents,18,3.901931456070755e-05
Thermal Burn,18,3.901931456070755e-05
Spontaneous Granulomatous Disease,18,3.901931456070755e-05
Hair Follicle Dysplasia,18,3.901931456070755e-05
Hornet Sting Injury,18,3.901931456070755e-05
Episcleritis,18,3.901931456070755e-05
Nasal and Facial Tumors,18,3.901931456070755e-05
Paraprostatic cyst,18,3.901931456070755e-05
Carbamate Poisoning,17,3.685157486289046e-05
Myringitis,17,3.685157486289046e-05
Distichiasis,17,3.685157486289046e-05
Hypokalemic Myopathy,17,3.685157486289046e-05
Matrix Corneal Ulcer,17,3.685157486289046e-05
Bird's Beak Sign,17,3.685157486289046e-05
Alveolar Bone Necrosis,17,3.685157486289046e-05
Cor triatriatum,17,3.685157486289046e-05
Dyskeratosis,17,3.685157486289046e-05
Protozoal Infection Diseases,17,3.685157486289046e-05
Earwax Debris and Earwax Impaction,17,3.685157486289046e-05
Full-thickness Corneal Laceration,17,3.685157486289046e-05
Purpura,17,3.685157486289046e-05
Disorders of Sexual Development (DSD),17,3.685157486289046e-05
Familial Fever,17,3.685157486289046e-05
Tongue Tumor,17,3.685157486289046e-05
Esophageal Stenosis,17,3.685157486289046e-05
Oral sinus tract,17,3.685157486289046e-05
Hiatal Hernia,17,3.685157486289046e-05
Polycystic Kidney Disease,17,3.685157486289046e-05
Erythema Multiforme,16,3.4683835165073376e-05
Stromal Keratitis,16,3.4683835165073376e-05
Hypertrophic Osteoarthropathy,16,3.4683835165073376e-05
Snake Venom Poisoning,16,3.4683835165073376e-05
Gastric pyloric stenosis,16,3.4683835165073376e-05
Cerebellar Malformation,16,3.4683835165073376e-05
X Hair Removal,16,3.4683835165073376e-05
